Country,Category,Index,种族表征,性别,年龄,体格,服装,专业道具,等级标识,表情庄重度,姿态开放性,视线方向,面部表情,情绪强度,疲惫感表征,肢体紧张度,手势含义,团队中心性,互动亲密性,场景类型,医疗科技水平,环境秩序与卫生,国家符号,传统符号,现代戏叙事,拍摄视角,用光风格,色彩基调,景别,
Germany,Emergance,4,白人,男,老年,匀称,手术服,听诊器,无,80,收敛,望向患者/同事,3,"快乐: 10, 悲伤: 20, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",皱纹,紧张,医生俯视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Indian,Doctor,1,亚洲人,女,老年,清瘦,白大褂 + 内搭花纹衬衫,听诊器、姓名牌,姓名牌,85,收敛,直视观众,2,"快乐:0, 悲伤:20, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼袋,中性,医生平视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,传统与现代混合,平视,昏暗光,灰暗色调,近景,
Indian,Doctor,2,亚洲人,女,老年,清瘦,花纹外套 + 白大褂,听诊器、笔、文件堆,姓名牌,75,收敛,望向文件,3,"快乐:0, 悲伤:10, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼周松弛,中性,其他：写字,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,杂乱/艰苦,无,无,传统与现代混合,平视,自然光,灰暗色调,中景,
Indian,Doctor,3,亚洲人,男,老年,清瘦,灰色长袍 + 听诊器,听诊器、胸牌,胸牌,80,收敛,直视观众,2,"快乐:0, 悲伤:25, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、胡须灰白,中性,医生平视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,传统与现代混合,平视,昏暗光,灰暗色调,近景,
Indian,Doctor,4,亚洲人,男,老年,清瘦,污渍围裙 + 头套 + 口罩,口罩、头套、听诊器,无,90,收敛,直视观众,3,"快乐:0, 悲伤:30, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、黑眼圈、皮肤粗糙,紧张,无,有明确中心人物,近距离无接触,手术室,设备简陋或缺失,杂乱/艰苦,无,无,突出传统方式,平视,昏暗光,灰暗色调,特写,
Indian,Nurse,1,南亚人,女,青年,匀称,白色护士服,无,无,70,收敛,直视观众,4,"快乐: 30, 悲伤: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,有身体接触,社区诊所,基础医疗设备,杂乱/艰苦,无,无,纯粹西方现代,平视,自然光,灰暗色调,特写,
Indian,Nurse,2,南亚人,女,青年,匀称,花色护士服+手术帽,无,无,85,收敛,直视观众,2,"快乐: 0, 悲伤: 30, 恐惧: 10, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,社区诊所,基础医疗设备,普通整洁,无,无,纯粹西方现代,平视,自然光,冷色调,特写,
Indian,Nurse,3,南亚人,女,青年,匀称,蓝色护士服+护士帽,电脑,姓名牌,75,收敛,直视观众,3,"快乐: 0, 悲伤: 20, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,社区诊所,基础医疗设备,普通整洁,无,无,纯粹西方现代,平视,昏暗光,冷色调,中景,
Indian,Nurse,4,南亚人,女,青年,匀称,红色护士服+护士帽,无,无,80,收敛,直视观众,3,"快乐: 0, 悲伤: 10, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,社区诊所,基础医疗设备,普通整洁,无,无,纯粹西方现代,平视,自然光,暖色调,近景,
Indian,Team,1,亚洲人（南亚）,女,中年,匀称,防护服 + 口罩 + 护目镜,名字牌、听诊器,姓名牌,80,收敛,直视观众,2,"快乐: 0, 悲伤: 40,愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",眼袋、皱纹,紧张,医生位置更低,有明确中心人物,近距离无接触,现代化医院,高科技密集,普通整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
Indian,Team,2,亚洲人（南亚）,混合,中年,匀称,手术服（粉红色）,名字牌、听诊器,姓名牌,60,开放,直视观众,5,"快乐: 70, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,放松,医生位置更低,平等协作,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,暖色调,全景,
Indian,Team,3,亚洲人（南亚）,混合,中年,匀称,白大褂 + 手术服,听诊器、名字牌,姓名牌,50,开放,直视观众,5,"快乐: 60, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,放松,医生位置更低,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,暖色调,全景,
Indian,Team,4,亚洲人（南亚）,女,中年,匀称,传统服饰（纱丽）,无,无,70,收敛,望向患者/同事,2,"快乐: 0, 悲伤: 50,愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,中性,医生位置更低,无中心（集体群像）,有身体接触,社区诊所,基础医疗设备,普通整洁,无,传统符号,传统与现代混合,平视,自然光,暖色调,中景,
Indian,Emergance,1,亚洲人,男,老年,清瘦,传统服饰+听诊器,听诊器,无,75,收敛,望向患者/同事,4,"快乐: 30, 悲伤: 20, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",皱纹,放松,医生俯视,有明确中心人物,有身体接触,现代化医院,基础医疗设备,普通整洁,无,印度教/锡克教符号,传统与现代混合,平视,自然光,暖色调,中景,
Indian,Emergance,2,亚洲人,男,老年,清瘦,传统服饰+听诊器,听诊器,无,85,收敛,直视观众,3,"快乐: 10, 悲伤: 0, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",皱纹,中性,医生俯视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,印度教/锡克教符号,传统与现代混合,平视,自然光,暖色调,特写,
Indian,Emergance,3,亚洲人,男,老年,清瘦,传统服饰+听诊器,听诊器,无,90,收敛,直视观众,4,"快乐: 40, 悲伤: 10, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",皱纹,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,印度教/锡克教符号,传统与现代混合,平视,自然光,暖色调,特写,
Indian,Emergance,4,亚洲人,男,老年,清瘦,传统服饰+听诊器,听诊器,无,70,收敛,望向患者/同事,3,"快乐: 20, 悲伤: 30, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",皱纹,紧张,医生俯视,有明确中心人物,有身体接触,现代化医院,基础医疗设备,普通整洁,无,印度教/锡克教符号,传统与现代混合,平视,自然光,暖色调,中景,
Iran,Doctor,1,中东人,男,老年,清瘦,白大褂 + 格子衬衫,名牌、听诊器,姓名牌,85,收敛,直视观众,2,"快乐:0, 悲伤:20, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、白发、眼袋,中性,无,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,波斯文标识,无,传统与现代混合,平视,自然光,灰暗色调,近景,
Iran,Doctor,2,中东人,男,中年,匀称,白大褂 + 条纹衬衫,笔、文件、电脑,工牌,70,收敛,望向文件,3,"快乐:0, 悲伤:10, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、胡须,中性,其他：写字,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,波斯文标识,无,传统与现代混合,平视,自然光,灰暗色调,中景,
Iran,Doctor,3,中东人,男,老年,清瘦,白大褂 + 灰色衬衫,听诊器、笔、姓名牌,姓名牌,80,收敛,直视观众,3,"快乐:0, 悲伤:15, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、白发,中性,无,有明确中心人物,近距离无接触,实验室,基础医疗设备,普通整洁,无,无,传统与现代混合,平视,自然光,灰暗色调,近景,
Iran,Doctor,4,中东人,男,老年,清瘦,白大褂 + 蓝色手术服,名牌、听诊器,姓名牌,75,收敛,直视观众,3,"快乐:0, 悲伤:25, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、黑眼圈、皮肤粗糙,紧张,无,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,波斯文标识,无,传统与现代混合,平视,昏暗光,灰暗色调,中景,
Iran,Nurse,2,中东人,女,青年,匀称,护士服（绿色）+灰色头巾,听诊器,姓名牌,90,收敛,直视观众,2,"快乐: 0, 悲伤: 30, 恐惧: 10, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,伊斯兰头巾,传统与现代混合,平视,自然光,冷色调,近景,
Iran,Nurse,3,中东人,女,中年,匀称,护士服（粉色）+蓝色手术帽,听诊器,姓名牌,75,收敛,直视观众,3,"快乐: 0, 悲伤: 10, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Iran,Nurse,4,中东人,女,青年,匀称,护士服（浅蓝）+白色头巾,听诊器,姓名牌,85,收敛,望向患者/同事,3,"快乐: 0, 悲伤: 10, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,伊斯兰头巾,传统与现代混合,平视,自然光,冷色调,中景,
Iran,Nurse,5,中东人,女,青年,匀称,护士服（浅灰）+粉色头巾,听诊器,姓名牌,70,收敛,直视观众,3,"快乐: 0, 悲伤: 20, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,伊斯兰头巾,传统与现代混合,平视,自然光,冷色调,近景,
Iran,Team,1,亚洲人（中东）,混合,中年,匀称,白大褂 + 口罩,名字牌、听诊器,姓名牌,70,收敛,直视观众,3,"快乐: 30, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,中性,医生位置更低,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,全景,
Iran,Team,2,亚洲人（中东）,混合,中年,匀称,白大褂 + 口罩,CT扫描仪、名字牌,姓名牌,60,收敛,望向患者/同事,3,"快乐: 20, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,中性,医生位置更低,无中心（集体群像）,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
Iran,Team,3,亚洲人（中东）,男,老年,清瘦,工作服,名字牌,姓名牌,80,收敛,直视观众,2,"快乐: 0, 悲伤: 40,愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹,紧张,医生位置更低,有明确中心人物,远距离,现代化医院,高科技密集,普通整洁,无,无,纯粹西方现代,平视,自然光,冷色调,特写,
Iran,Team,4,亚洲人（中东）,女,中年,匀称,护士服 + 口罩,医疗设备、名字牌,姓名牌,65,收敛,望向患者/同事,3,"快乐: 25, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,中性,医生位置更低,无中心（集体群像）,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
Iran,Emergance,1,混血,男,中年,匀称,标准白大褂+口罩,听诊器、姓名牌,姓名牌,80,收敛,望向患者/同事,3,"快乐:0, 悲伤:20, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",眼袋、胡须,中性,医生平视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,阿拉伯文标牌,宗教符号,传统与现代混合,平视,自然光,冷色调,中景,
Iran,Emergance,2,混血,男,老年,清瘦,标准白大褂+围巾+口罩,听诊器、姓名牌,姓名牌,75,收敛,望向远方/不确定,3,"快乐:0, 悲伤:25, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、黑眼圈,放松,医生位置更低,有明确中心人物,远距离,现代化医院,基础医疗设备,普通整洁,阿拉伯文标牌,宗教符号,传统与现代混合,平视,自然光,灰暗色调,中景,
Iran,Emergance,3,混血,女,中年,匀称,白大褂+头巾+口罩,听诊器、姓名牌,姓名牌,85,收敛,直视观众,3,"快乐:0, 悲伤:30, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",眼袋、皱纹,中性,医生平视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,阿拉伯文标牌,宗教符号,传统与现代混合,平视,自然光,冷色调,近景,
Iran,Emergance,4,混血,男,老年,清瘦,手术服+口罩+眼镜,听诊器、姓名牌,姓名牌,70,收敛,直视观众,3,"快乐:0, 悲伤:20, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、白发,中性,医生平视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,高度整洁,阿拉伯文标牌,宗教符号,传统与现代混合,平视,自然光,冷色调,特写,
Israel,Doctor,1,白人,男,老年,匀称,白大褂 + 红色领带,名牌、听诊器,姓名牌,80,收敛,直视观众,3,"快乐:0, 悲伤:15, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼袋,中性,医生平视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Israel,Doctor,2,白人,男,中年,匀称,白大褂 + 蓝色头套 + 口罩,听诊器、工牌,以色列国旗徽章,75,收敛,望向同事/设备,3,"快乐:0, 悲伤:0, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,中性,无,有明确中心人物,近距离无接触,实验室,高科技密集,高度整洁,以色列国旗,无,纯粹西方现代,平视,自然光,冷色调,近景,
Israel,Doctor,3,白人,男,老年,清瘦,手术服 + 头套 + 口罩,手术器械、显微镜,无,90,收敛,望向手术台,2,"快乐:0, 悲伤:25, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、黑眼圈、胡须灰白,紧张,其他：低头操作,有明确中心人物,近距离无接触,手术室,高科技密集,高度整洁,无,无,纯粹西方现代,俯拍,舞台聚光,冷色调,特写,
Israel,Doctor,4,白人,男,老年,匀称,白大褂 + 灰色衬衫,听诊器、工牌,有蓝色工牌,70,收敛,直视观众,3,"快乐:0, 悲伤:10, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼袋,中性,无,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Israel,Nurse,1,白人,混合,中年,匀称,白大褂,无,无,85,收敛,直视观众,2,"快乐: 0, 悲伤: 20, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
Israel,Nurse,2,白人,女,青年,匀称,护士服（绿色）+护士帽,无,无,80,收敛,直视观众,3,"快乐: 0, 悲伤: 10, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Israel,Nurse,3,白人,女,青年,匀称,手术服+防护罩,注射器、试管,姓名牌,75,收敛,望向患者/同事,3,"快乐: 0, 悲伤: 10, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,紧张,医生俯视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
Israel,Nurse,4,白人,女,青年,匀称,护士服（蓝色）+花色头巾,听诊器,姓名牌,70,收敛,直视观众,3,"快乐: 0, 悲伤: 10, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Israel,Team,1,白人（中东裔）,混合,中年,匀称,手术服 + 口罩 + 帽子,手术器械、手套,无,80,收敛,望向患者/同事,3,"快乐: 20, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,中性,医生位置更低,无中心（集体群像）,近距离无接触,现代化医院,高科技密集,高度整洁,以色列国徽,无,纯粹西方现代,俯拍,自然光,冷色调,中景,
Israel,Team,2,白人（中东裔）,混合,中年,匀称,白大褂 + 蓝色六角星标志,听诊器、病历夹、平板电脑,姓名牌,70,收敛,望向患者/同事,3,"快乐: 30, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,中性,医生位置更低,平等协作,近距离无接触,现代化医院,高科技密集,高度整洁,以色列国徽,无,纯粹西方现代,平视,自然光,冷色调,中景,
Israel,Team,3,白人（中东裔）,混合,中年,匀称,手术服 + 口罩,电脑、键盘、文件,姓名牌,60,收敛,望向患者/同事,3,"快乐: 25, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,中性,医生位置更低,平等协作,近距离无接触,现代化医院,高科技密集,高度整洁,以色列国徽,无,纯粹西方现代,平视,自然光,冷色调,中景,
Israel,Team,4,白人（中东裔）,女,中年,匀称,白大褂 + 六角星标志,听诊器、姓名牌,姓名牌,40,开放,直视观众,5,"快乐: 80, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,放松,医生位置更低,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,以色列国徽,无,纯粹西方现代,平视,自然光,暖色调,近景,
Israel,Emergance,1,白人,女,中年,匀称,防护服+面屏+口罩,手术器械、手套,无,85,收敛,望向患者/同事,3,"快乐:0, 悲伤:20, 愤怒:0, 恐惧:15, 惊讶:0, 厌恶:0",眼周紧绷,紧张,医生位置更低,有明确中心人物,有身体接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,舞台聚光,冷色调,近景,
Israel,Emergance,2,白人,男,老年,清瘦,标准白大褂+手术帽+口罩,听诊器、姓名牌,姓名牌,90,收敛,望向患者/同事,3,"快乐:0, 悲伤:25, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、白发,紧张,医生俯视,有明确中心人物,有身体接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
Israel,Emergance,3,白人,男,老年,清瘦,手术服,听诊器、姓名牌,姓名牌,75,收敛,直视观众,3,"快乐:0, 悲伤:20, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、白发,中性,医生平视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Israel,Emergance,4,白人,男,老年,匀称,标准白大褂+眼镜,听诊器、笔袋、姓名牌,姓名牌,60,开放,直视观众,5,"快乐:70, 悲伤:0, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",白发、胡须,放松,医生平视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,暖色调,近景,
Italy,Doctor,1,白人,男,老年,匀称,白大褂 + 条纹衬衫,听诊器、笔、姓名牌,姓名牌,85,收敛,直视观众,3,"快乐:0, 悲伤:10, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼袋、白发,中性,其他：双臂交叉,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,传统与现代混合,平视,昏暗光,灰暗色调,近景,
Italy,Doctor,2,白人,男,中年,匀称,白大褂 + 黑色内搭,听诊器、工牌,姓名牌,80,收敛,直视观众,3,"快乐:0, 悲伤:15, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼袋,中性,其他：双臂交叉,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,传统与现代混合,平视,自然光,灰暗色调,近景,
Italy,Doctor,3,白人,男,中年,匀称,白大褂 + 花纹衬衫,电脑、键盘、显示器,无,70,收敛,望向屏幕,3,"快乐:0, 悲伤:10, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼袋,中性,其他：使用键盘,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
Italy,Doctor,4,白人,男,中年,匀称,白大褂 + 深色衬衫,听诊器、笔、手表、工牌,姓名牌,75,收敛,直视观众,3,"快乐:0, 悲伤:10, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼袋,中性,其他：双臂交叉,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Italy,Nurse,1,白人,女,中年,匀称,护士服（白色）+围裙,无,无,75,收敛,望向远方/不确定,2,"快乐: 0, 悲伤: 30, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生位置更低,有明确中心人物,远距离,现代化医院,基础医疗设备,普通整洁,无,无,纯粹西方现代,俯拍,昏暗光,灰暗色调,全景,
Italy,Nurse,2,白人,女,中年,匀称,护士服（绿色）+花色头巾,听诊器,姓名牌,80,收敛,直视观众,3,"快乐: 0, 悲伤: 10, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Italy,Nurse,3,白人,女,中年,匀称,护士服（蓝色）+手术帽,无,无,65,收敛,望向远方/不确定,2,"快乐: 0, 悲伤: 40, 恐惧: 0, 惊讶: 0, 厌恶: 0",皱纹,放松,医生位置更低,有明确中心人物,远距离,现代化医院,基础医疗设备,普通整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
Italy,Nurse,4,白人,女,青年,匀称,护士服（绿色）,无,无,85,收敛,直视观众,3,"快乐: 0, 悲伤: 10, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Italy,Team,1,白人/黑人,混合,中年,匀称,手术服（蓝/红）,名字牌、听诊器,姓名牌,50,开放,直视观众,5,"快乐: 70, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,放松,医生位置更低,平等协作,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,暖色调,全景,
Italy,Team,2,白人/黑人,混合,中年,匀称,手术服（蓝色）+ 白大褂,名字牌、听诊器,姓名牌,60,开放,直视观众,5,"快乐: 60, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,放松,医生位置更低,平等协作,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,暖色调,全景,
Italy,Team,3,白人/黑人,混合,中年,匀称,手术服 + 口罩,名字牌、听诊器,姓名牌,70,收敛,直视观众,2,"快乐: 0, 悲伤: 40,愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,中性,医生位置更低,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,昏暗光,灰暗色调,全景,
Italy,Team,4,白人,混合,中年,匀称,手术服（深蓝）,名字牌、听诊器,姓名牌,40,开放,直视观众,5,"快乐: 80, 悲伤: 0，愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,放松,医生位置更低,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,暖色调,近景,
Italy,Emergance,1,白人,女,青年/中年,匀称,手术服+手术帽,手术器械,无,95,收敛,直视观众,2,"快乐: 0, 悲伤: 30, 愤怒: 0, 恐惧: 40, 惊讶: 20, 厌恶: 0",无,紧张,医生俯视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,特写,舞台聚光,冷色调,特写,
Italy,Emergance,2,白人,男,老年,匀称,标准白大褂,听诊器,主任胸牌,80,收敛,望向远方/不确定,2,"快乐: 0, 悲伤: 40, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",皱纹,中性,医生位置更低,有明确中心人物,远距离,现代化医院,基础医疗设备,普通整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
Italy,Emergance,3,白人,混合,中年,匀称,手术服,听诊器,无,75,收敛,直视观众,3,"快乐: 10, 悲伤: 20, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
Italy,Emergance,4,白人,男,老年,匀称,标准白大褂,病历夹/平板,无,60,收敛,望向远方/不确定,4,"快乐: 50, 悲伤: 10, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",皱纹,放松,医生位置更低,有明确中心人物,远距离,现代化医院,基础医疗设备,普通整洁,无,无,纯粹西方现代,仰拍,昏暗光,暖色调,近景,
Japan,Doctor,1,亚洲人（日本人）,男,中年,匀称,白大褂 + 红色领带,名牌、听诊器,姓名牌,65,收敛,直视观众,5,"快乐:70, 悲伤:0, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,中性,无,有明确中心人物,近距离无接触,实验室,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,暖色调,中景,
Japan,Doctor,2,亚洲人（日本人）,男,青年,匀称,白大褂 + 蓝色衬衫 + 橙色领带,名牌、笔,姓名牌,70,开放,直视观众,3,"快乐:20, 悲伤:0, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,中性,其他：双手插兜,有明确中心人物,近距离无接触,实验室,高科技密集,高度整洁,无,无,传统与现代混合,平视,自然光,冷色调,全景,
Japan,Doctor,3,亚洲人（日本人）,混合,中年,匀称,白大褂 + 西装,无,无,90,收敛,望向远方/不确定,2,"快乐:0, 悲伤:40, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、黑眼圈,紧张,无,无中心（集体群像）,远距离,实验室,设备简陋或缺失,杂乱/艰苦,无,无,突出传统方式,仰拍,昏暗光,灰暗色调,全景,
Japan,Doctor,4,亚洲人（日本人）,男,中年,匀称,白大褂 + 黑色领带,名牌、口罩,姓名牌,80,收敛,直视观众,3,"快乐:0, 悲伤:10, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼袋,中性,无,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,传统与现代混合,平视,自然光,灰暗色调,近景,
Japan,Nurse,4,亚洲人,女,青年,匀称,护士服（白色）,听诊器,姓名牌,70,收敛,望向患者/同事,3,"快乐: 0, 悲伤: 10, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Japan,Nurse,5,亚洲人,女,青年,匀称,护士服（灰色）,无,姓名牌,80,收敛,直视观众,3,"快乐: 0, 悲伤: 10, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Japan,Nurse,6,亚洲人,女,青年,匀称,护士服（米色）,听诊器,姓名牌,75,收敛,直视观众,4,"快乐: 40, 悲伤: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,暖色调,近景,
